word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
l'indignation,1700-1710,1730-1740,0.75821,0.24179,59,214,
rions,1720-1730,1760-1770,0.756223,0.243777,184,388,
librairie,1720-1730,1789-1802,0.755734,0.244266,111,185,
cune,1720-1730,1770-1780,0.755362,0.244638,170,645,
qu'étant,1720-1730,1770-1780,0.75488,0.24512,442,1037,
prouvée,1710-1720,1730-1740,0.754868,0.245132,66,134,
guere,1730-1740,1789-1802,0.752797,0.247203,193,384,
d'étonnement,1720-1730,1780-1789,0.752357,0.247643,56,315,
milice,1720-1730,1730-1740,0.749957,0.250043,428,451,
d'espace,1720-1730,1789-1802,0.74906,0.25094,100,172,
reglé,1780-1789,1789-1802,0.748536,0.251464,78,50,
embarrassé,1780-1789,1789-1802,0.747359,0.252641,480,450,
n'appartient,1700-1710,1720-1730,0.747286,0.252714,82,132,
palier,1710-1720,1789-1802,0.747253,0.252747,126,196,
deviné,1710-1720,1720-1730,0.747187,0.252813,68,51,
remettant,1700-1710,1730-1740,0.746085,0.253915,81,135,
commençons,1710-1720,1780-1789,0.745743,0.254257,77,309,
nage,1760-1770,1780-1789,0.745436,0.254564,459,809,
n'oublia,1750-1760,1780-1789,0.745132,0.254868,100,164,
moururent,1720-1730,1730-1740,0.74466,0.25534,81,76,
l'attaquer,1710-1720,1750-1760,0.743312,0.256688,51,194,
voyager,1700-1710,1730-1740,0.743289,0.256711,84,121,
l'accepter,1720-1730,1770-1780,0.742311,0.257689,62,150,
tendoit,1700-1710,1750-1760,0.742309,0.257691,67,244,
mâles,1710-1720,1780-1789,0.741751,0.258249,177,1039,
pére,1720-1730,1780-1789,0.740407,0.259593,865,129,
purifie,1700-1710,1720-1730,0.739896,0.260104,89,96,
revenoit,1720-1730,1730-1740,0.739145,0.260855,162,415,
trêve,1700-1710,1710-1720,0.737841,0.262159,81,60,
d'expérience,1770-1780,1789-1802,0.737336,0.262664,445,293,
gallicane,1700-1710,1750-1760,0.735902,0.264098,104,98,
omis,1700-1710,1710-1720,0.735473,0.264527,70,68,
défendoit,1720-1730,1740-1750,0.735059,0.264941,90,163,
conviens,1750-1760,1789-1802,0.734129,0.265871,594,855,
comptoit,1700-1710,1720-1730,0.73355,0.26645,113,192,
commencez,1700-1710,1760-1770,0.733413,0.266587,94,243,
fendu,1710-1720,1730-1740,0.732662,0.267338,78,81,
livra,1700-1710,1710-1720,0.732468,0.267532,82,81,
éternellement,1780-1789,1789-1802,0.732139,0.267861,532,539,
d'agrément,1780-1789,1789-1802,0.731005,0.268995,329,207,
choisie,1720-1730,1740-1750,0.730466,0.269534,71,152,
dont,1760-1770,1770-1780,0.730432,0.269568,97594,133578,
suffisant,1750-1760,1770-1780,0.729918,0.270082,263,451,
refroidir,1740-1750,1789-1802,0.729903,0.270097,96,163,
travailla,1710-1720,1789-1802,0.727408,0.272592,97,249,
refaits,1740-1750,1789-1802,0.726877,0.273123,91,71,
l'attendre,1700-1710,1710-1720,0.726182,0.273818,60,73,
qu'ont,1700-1710,1740-1750,0.725868,0.274132,191,451,
cabinets,1770-1780,1789-1802,0.724542,0.275458,496,682,
péri,1700-1710,1710-1720,0.723301,0.276699,53,86,
comprit,1710-1720,1750-1760,0.721955,0.278045,88,195,
n'au,1720-1730,1730-1740,0.721806,0.278194,99,155,
d'inquiétude,1720-1730,1770-1780,0.721475,0.278525,54,334,
dommages,1760-1770,1770-1780,0.721137,0.278863,1148,849,
défunt,1750-1760,1780-1789,0.720964,0.279036,396,483,
l'attaque,1710-1720,1720-1730,0.720479,0.279521,70,384,
crever,1730-1740,1760-1770,0.720298,0.279702,97,130,
d'habits,1700-1710,1720-1730,0.720256,0.279744,81,86,
qu'avoit,1720-1730,1789-1802,0.720227,0.279773,149,625,
conta,1760-1770,1770-1780,0.718393,0.281607,152,251,
confia,1710-1720,1720-1730,0.716999,0.283001,67,78,
saluer,1740-1750,1750-1760,0.7169,0.2831,207,51,
ordon,1780-1789,1789-1802,0.716427,0.283573,617,429,
s'adressant,1710-1720,1750-1760,0.716292,0.283708,98,137,
manuscrits,1710-1720,1789-1802,0.716078,0.283922,875,524,
d'hercule,1700-1710,1789-1802,0.715278,0.284722,51,241,
méritoit,1720-1730,1780-1789,0.714999,0.285001,170,824,
corporelle,1750-1760,1789-1802,0.714764,0.285236,187,136,
breuvage,1720-1730,1730-1740,0.714696,0.285304,59,133,
s'et,1700-1710,1710-1720,0.713957,0.286043,63,50,
promettant,1710-1720,1750-1760,0.713625,0.286375,90,326,
accommoder,1760-1770,1780-1789,0.713482,0.286518,124,175,
discerner,1740-1750,1750-1760,0.713197,0.286803,209,271,
ferveur,1710-1720,1720-1730,0.712786,0.287214,83,63,
profanes,1740-1750,1770-1780,0.71259,0.28741,118,352,
acquisition,1720-1730,1760-1770,0.711795,0.288205,50,185,
s'adresser,1730-1740,1760-1770,0.711301,0.288699,106,623,
commise,1700-1710,1770-1780,0.711034,0.288966,90,399,
premiére,1780-1789,1789-1802,0.71074,0.28926,115,97,
avoué,1700-1710,1720-1730,0.710556,0.289444,61,84,
purgatoire,1700-1710,1710-1720,0.710536,0.289464,54,86,
dose,1730-1740,1789-1802,0.709911,0.290089,70,329,
s'exprime,1700-1710,1760-1770,0.709628,0.290372,54,455,
c'cst,1710-1720,1740-1750,0.709432,0.290568,109,615,
remarqua,1730-1740,1750-1760,0.707744,0.292256,143,196,
continuoit,1720-1730,1789-1802,0.707659,0.292341,86,294,
croirois,1710-1720,1750-1760,0.707208,0.292792,100,292,
l'ornement,1700-1710,1750-1760,0.706709,0.293291,97,264,
proches,1710-1720,1760-1770,0.706404,0.293596,385,584,
perde,1700-1710,1780-1789,0.705902,0.294098,115,333,
l'oreille,1710-1720,1740-1750,0.705857,0.294143,398,650,
cacha,1720-1730,1750-1760,0.705347,0.294653,63,111,
repasser,1720-1730,1760-1770,0.705283,0.294717,72,244,
mineurs,1720-1730,1770-1780,0.704852,0.295148,180,1245,
cabane,1710-1720,1770-1780,0.703388,0.296612,59,481,
prescrire,1710-1720,1720-1730,0.703359,0.296641,141,76,
assembla,1730-1740,1780-1789,0.702874,0.297126,150,346,
expliquez,1710-1720,1720-1730,0.702794,0.297206,138,118,
tousses,1780-1789,1789-1802,0.701988,0.298012,304,431,
feize,1710-1720,1780-1789,0.701866,0.298134,52,944,
assurent,1760-1770,1789-1802,0.701781,0.298219,426,620,
attribuent,1710-1720,1760-1770,0.701548,0.298452,76,284,
promise,1760-1770,1789-1802,0.70148,0.29852,265,462,
scait,1750-1760,1789-1802,0.700774,0.299226,393,62,
passera,1720-1730,1740-1750,0.700518,0.299482,102,160,
devienne,1700-1710,1720-1730,0.699789,0.300211,93,110,
croirai,1700-1710,1730-1740,0.699182,0.300818,60,115,
d'honneurs,1710-1720,1740-1750,0.698629,0.301371,53,130,
détaché,1710-1720,1750-1760,0.697728,0.302272,73,174,
enterrer,1720-1730,1730-1740,0.69587,0.30413,115,99,
l'or,1720-1730,1740-1750,0.695009,0.304991,1275,2048,
préparation,1700-1710,1730-1740,0.695,0.305,79,207,
resolu,1760-1770,1789-1802,0.694906,0.305094,68,90,
accepta,1710-1720,1760-1770,0.694532,0.305468,69,170,
d'écrire,1700-1710,1710-1720,0.69431,0.30569,302,308,
produisit,1720-1730,1750-1760,0.694305,0.305695,168,441,
l'heureux,1700-1710,1740-1750,0.693844,0.306156,103,261,
portât,1700-1710,1710-1720,0.692698,0.307302,51,69,
retournez,1700-1710,1720-1730,0.692186,0.307814,60,78,
pourvû,1780-1789,1789-1802,0.691804,0.308196,91,82,
rompit,1740-1750,1770-1780,0.691556,0.308444,297,253,
pasteur,1710-1720,1750-1760,0.691296,0.308704,160,200,
recommanda,1710-1720,1720-1730,0.69092,0.30908,50,69,
esperer,1740-1750,1789-1802,0.690733,0.309267,456,62,
l'éternité,1710-1720,1750-1760,0.690486,0.309514,71,225,
répondoit,1710-1720,1780-1789,0.689565,0.310435,78,610,
communion,1770-1780,1780-1789,0.689135,0.310865,714,697,
perdra,1710-1720,1730-1740,0.689064,0.310936,163,102,
maréchaux,1780-1789,1789-1802,0.688387,0.311613,423,391,
sortoit,1730-1740,1750-1760,0.688049,0.311951,113,136,
l'heure,1740-1750,1760-1770,0.687905,0.312095,1164,1375,
l'habit,1700-1710,1720-1730,0.68755,0.31245,180,255,
parcouru,1710-1720,1760-1770,0.687505,0.312495,80,359,
d'avantage,1710-1720,1740-1750,0.687071,0.312929,303,553,
tommes,1700-1710,1710-1720,0.686744,0.313256,101,119,
releva,1710-1720,1720-1730,0.686169,0.313831,55,85,
joueur,1700-1710,1720-1730,0.685807,0.314193,212,88,
bague,1720-1730,1730-1740,0.685574,0.314426,82,96,
incommodé,1700-1710,1710-1720,0.684156,0.315844,87,50,
bâtards,1710-1720,1730-1740,0.684121,0.315879,481,65,
marquent,1730-1740,1780-1789,0.684078,0.315922,351,333,
paysan,1710-1720,1789-1802,0.682976,0.317024,173,820,
assemblage,1770-1780,1789-1802,0.681982,0.318018,595,356,
bâtard,1740-1750,1770-1780,0.681779,0.318221,147,269,
s'accorder,1750-1760,1760-1770,0.681682,0.318318,232,241,
recommencer,1700-1710,1780-1789,0.68145,0.31855,108,474,
fache,1700-1710,1720-1730,0.680816,0.319184,67,77,
l'empêcher,1710-1720,1740-1750,0.680713,0.319287,166,297,
habiller,1750-1760,1760-1770,0.678977,0.321023,77,119,
s'approcher,1710-1720,1750-1760,0.67879,0.32121,66,152,
amples,1770-1780,1789-1802,0.678778,0.321222,169,115,
sacremens,1720-1730,1780-1789,0.677983,0.322017,256,279,
sentant,1710-1720,1720-1730,0.677625,0.322375,117,126,
s'entendre,1710-1720,1789-1802,0.676849,0.323151,122,448,
reconnoît,1740-1750,1789-1802,0.676613,0.323387,415,618,
aîles,1720-1730,1780-1789,0.675921,0.324079,506,596,
paie,1710-1720,1730-1740,0.675762,0.324238,110,207,
refuté,1720-1730,1770-1780,0.675562,0.324438,80,325,
omettre,1710-1720,1789-1802,0.674666,0.325334,80,252,
sauva,1710-1720,1730-1740,0.674558,0.325442,103,116,
l'étonnement,1700-1710,1789-1802,0.673347,0.326653,57,319,
continuez,1720-1730,1780-1789,0.672878,0.327122,123,325,
stipulé,1710-1720,1789-1802,0.672125,0.327875,62,270,
espere,1710-1720,1750-1760,0.671445,0.328555,91,172,
inventé,1700-1710,1720-1730,0.671429,0.328571,155,163,
rapporta,1700-1710,1730-1740,0.671413,0.328587,57,137,
pinceau,1710-1720,1770-1780,0.670669,0.329331,214,976,
derrière,1730-1740,1789-1802,0.670593,0.329407,552,2515,
examinons,1710-1720,1770-1780,0.670477,0.329523,87,516,
pratiqué,1720-1730,1770-1780,0.670464,0.329536,332,750,
parût,1700-1710,1720-1730,0.670003,0.329997,144,134,
chrif,1760-1770,1770-1780,0.670002,0.329998,118,88,
sçait,1720-1730,1789-1802,0.669988,0.330012,998,120,
l'après,1740-1750,1789-1802,0.668893,0.331107,352,588,
tirez,1720-1730,1740-1750,0.668876,0.331124,497,227,
confirma,1730-1740,1760-1770,0.66878,0.33122,270,354,
prédit,1710-1720,1720-1730,0.668429,0.331571,190,144,
plaignoit,1710-1720,1720-1730,0.66839,0.33161,62,101,
gouvernail,1730-1740,1750-1760,0.667976,0.332024,106,136,
m'étonne,1720-1730,1760-1770,0.667724,0.332276,155,255,
permettra,1720-1730,1740-1750,0.666447,0.333553,87,170,
remontrance,1700-1710,1789-1802,0.666083,0.333917,99,99,
partez,1720-1730,1740-1750,0.665923,0.334077,97,124,
d'avis,1730-1740,1789-1802,0.665888,0.334112,646,733,
recherché,1710-1720,1750-1760,0.665589,0.334411,117,270,
certificats,1740-1750,1789-1802,0.665517,0.334483,330,973,
faison,1710-1720,1720-1730,0.664861,0.335139,104,187,
vantent,1700-1710,1710-1720,0.66484,0.33516,59,50,
reins,1700-1710,1740-1750,0.664509,0.335491,141,481,
pcre,1710-1720,1760-1770,0.663978,0.336022,55,124,
enseigné,1730-1740,1740-1750,0.663921,0.336079,234,281,
distinguent,1710-1720,1760-1770,0.663127,0.336873,94,440,
délais,1700-1710,1789-1802,0.662801,0.337199,128,716,
écoit,1710-1720,1720-1730,0.662794,0.337206,68,124,
proposoit,1710-1720,1780-1789,0.661363,0.338637,74,861,
ignoré,1710-1720,1730-1740,0.661283,0.338717,109,250,
revienne,1720-1730,1760-1770,0.660638,0.339362,60,131,
communiqué,1720-1730,1760-1770,0.66063,0.33937,185,395,
incomparable,1700-1710,1760-1770,0.660407,0.339593,103,147,
l'infante,1720-1730,1760-1770,0.659959,0.340041,142,67,
copier,1700-1710,1720-1730,0.659165,0.340835,106,106,
obligent,1730-1740,1760-1770,0.658755,0.341245,115,294,
précipitation,1700-1710,1750-1760,0.65853,0.34147,124,419,
prophete,1740-1750,1760-1770,0.657742,0.342258,144,92,
l'épée,1730-1740,1740-1750,0.657719,0.342281,663,570,
s'avisa,1700-1710,1760-1770,0.657418,0.342582,55,91,
immortels,1710-1720,1730-1740,0.657002,0.342998,323,399,
edifices,1700-1710,1789-1802,0.65696,0.34304,77,51,
détachement,1710-1720,1789-1802,0.65607,0.34393,65,913,
tontes,1720-1730,1760-1770,0.655814,0.344186,86,138,
absent,1720-1730,1730-1740,0.655344,0.344656,114,273,
moisson,1730-1740,1750-1760,0.655196,0.344804,55,199,
reprises,1760-1770,1780-1789,0.655077,0.344923,819,903,
methode,1780-1789,1789-1802,0.654949,0.345051,119,79,
excessive,1720-1730,1730-1740,0.65446,0.34554,112,141,
d'ordinaire,1780-1789,1789-1802,0.653583,0.346417,620,291,
considerer,1770-1780,1780-1789,0.653423,0.346577,122,235,
works,1730-1740,1789-1802,0.652831,0.347169,262,220,
fortoit,1710-1720,1740-1750,0.652642,0.347358,53,157,
magnifiquement,1710-1720,1720-1730,0.652633,0.347367,88,119,
consens,1710-1720,1760-1770,0.652367,0.347633,176,231,
s'établir,1710-1720,1720-1730,0.652171,0.347829,151,210,
oppositions,1710-1720,1750-1760,0.651695,0.348305,634,333,
trouvois,1700-1710,1710-1720,0.651553,0.348447,78,53,
exigé,1720-1730,1730-1740,0.651102,0.348898,61,286,
susdit,1740-1750,1760-1770,0.650566,0.349434,75,148,
qu'ai,1710-1720,1730-1740,0.650373,0.349627,92,168,
m'oblige,1700-1710,1710-1720,0.649375,0.350625,64,61,
enseignent,1750-1760,1789-1802,0.649142,0.350858,122,91,
écouté,1710-1720,1730-1740,0.649017,0.350983,100,284,
reviendra,1710-1720,1740-1750,0.648646,0.351354,111,167,
évité,1710-1720,1720-1730,0.648533,0.351467,64,56,
remuer,1710-1720,1740-1750,0.648162,0.351838,312,348,
gentil,1710-1720,1730-1740,0.647933,0.352067,129,184,
matelot,1700-1710,1730-1740,0.647295,0.352705,110,93,
jouent,1770-1780,1789-1802,0.647062,0.352938,380,305,
chats,1710-1720,1720-1730,0.646009,0.353991,94,381,
pompeux,1760-1770,1780-1789,0.644255,0.355745,244,551,
d'armée,1730-1740,1789-1802,0.642873,0.357127,330,441,
empêcha,1700-1710,1710-1720,0.642496,0.357504,89,61,
l'aile,1710-1720,1789-1802,0.642462,0.357538,63,397,
d'avoir,1710-1720,1730-1740,0.642411,0.357589,4584,7144,
d'aller,1720-1730,1780-1789,0.64212,0.35788,1445,5281,
contenté,1780-1789,1789-1802,0.642059,0.357941,473,262,
passons,1700-1710,1780-1789,0.641678,0.358322,74,592,
parente,1710-1720,1720-1730,0.64162,0.35838,64,79,
douté,1740-1750,1780-1789,0.641485,0.358515,133,326,
rudes,1780-1789,1789-1802,0.641135,0.358865,542,269,
enfoncer,1710-1720,1750-1760,0.640764,0.359236,56,67,
inconveniens,1770-1780,1789-1802,0.640663,0.359337,107,135,
suive,1700-1710,1780-1789,0.640603,0.359397,60,272,
pilote,1710-1720,1760-1770,0.64052,0.35948,205,497,
poules,1730-1740,1789-1802,0.640007,0.359993,210,351,
brisé,1720-1730,1770-1780,0.639876,0.360124,73,479,
gouvernante,1730-1740,1740-1750,0.639711,0.360289,200,386,
laide,1720-1730,1740-1750,0.63965,0.36035,90,208,
chretiens,1750-1760,1789-1802,0.639366,0.360634,60,52,
représenta,1700-1710,1789-1802,0.63914,0.36086,136,387,
poursuivi,1700-1710,1710-1720,0.638932,0.361068,111,114,
chanoine,1760-1770,1780-1789,0.638837,0.361163,389,555,
fendre,1740-1750,1760-1770,0.638731,0.361269,256,571,
d'or,1720-1730,1760-1770,0.6387,0.3613,5683,11958,
hoirs,1750-1760,1770-1780,0.63828,0.36172,51,161,
promenant,1720-1730,1730-1740,0.638258,0.361742,71,99,
consulat,1730-1740,1789-1802,0.637848,0.362152,167,387,
vicaires,1740-1750,1760-1770,0.636901,0.363099,184,246,
spirituelles,1730-1740,1760-1770,0.636849,0.363151,50,132,
fournie,1720-1730,1740-1750,0.636433,0.363567,121,192,
saurai,1720-1730,1740-1750,0.636221,0.363779,52,71,
visages,1780-1789,1789-1802,0.635974,0.364026,423,305,
priere,1720-1730,1730-1740,0.635605,0.364395,519,572,
éclats,1760-1770,1789-1802,0.63542,0.36458,405,495,
toucha,1710-1720,1720-1730,0.635071,0.364929,70,81,
requises,1710-1720,1770-1780,0.634964,0.365036,115,234,
négligé,1710-1720,1730-1740,0.63492,0.36508,130,340,
cadets,1730-1740,1789-1802,0.63491,0.36509,51,295,
confesseur,1710-1720,1740-1750,0.634462,0.365538,314,113,
dérobé,1760-1770,1770-1780,0.634022,0.365978,186,258,
emporta,1700-1710,1740-1750,0.633905,0.366095,87,132,
qu'au,1700-1710,1730-1740,0.633848,0.366152,1563,3143,
tournent,1700-1710,1780-1789,0.633658,0.366342,99,472,
offrandes,1700-1710,1720-1730,0.633411,0.366589,50,139,
ecrit,1720-1730,1740-1750,0.632898,0.367102,226,484,
cultivé,1750-1760,1770-1780,0.632639,0.367361,504,1014,
iroit,1710-1720,1720-1730,0.632003,0.367997,132,143,
d'étendue,1720-1730,1789-1802,0.631899,0.368101,100,620,
l'avocat,1750-1760,1789-1802,0.631875,0.368125,275,502,
connois,1700-1710,1750-1760,0.631707,0.368293,94,384,
mariées,1720-1730,1780-1789,0.630596,0.369404,70,278,
valu,1720-1730,1730-1740,0.630331,0.369669,91,125,
aife,1720-1730,1789-1802,0.630294,0.369706,53,98,
poursuivit,1730-1740,1780-1789,0.63,0.37,251,460,
proposées,1700-1710,1789-1802,0.629954,0.370046,68,390,
égaler,1700-1710,1720-1730,0.629736,0.370264,64,83,
l'amiral,1730-1740,1760-1770,0.629654,0.370346,304,1630,
mécontent,1700-1710,1730-1740,0.629134,0.370866,62,181,
l'artillerie,1700-1710,1720-1730,0.629001,0.370999,106,250,
l'espace,1700-1710,1789-1802,0.628514,0.371486,291,1728,
menoit,1700-1710,1760-1770,0.628474,0.371526,69,126,
s'avança,1710-1720,1780-1789,0.628416,0.371584,54,415,
bergers,1770-1780,1780-1789,0.628406,0.371594,787,982,
annoncé,1720-1730,1750-1760,0.627978,0.372022,58,268,
brutal,1720-1730,1770-1780,0.627942,0.372058,72,195,
icelui,1760-1770,1789-1802,0.627439,0.372561,339,113,
l'arrêter,1710-1720,1720-1730,0.627178,0.372822,77,75,
retrancher,1700-1710,1720-1730,0.62712,0.37288,212,245,
rejettent,1700-1710,1730-1740,0.627,0.373,71,61,
septieme,1720-1730,1750-1760,0.626438,0.373562,55,238,
cerveau,1750-1760,1789-1802,0.62602,0.37398,471,458,
c'els,1710-1720,1730-1740,0.625773,0.374227,86,58,
suivons,1760-1770,1780-1789,0.625186,0.374814,295,352,
d'expliquer,1730-1740,1740-1750,0.625054,0.374946,267,330,
choqué,1720-1730,1789-1802,0.624956,0.375044,63,133,
députation,1720-1730,1789-1802,0.624681,0.375319,106,1492,
c'er,1720-1730,1750-1760,0.624665,0.375335,88,120,
regardons,1740-1750,1770-1780,0.624645,0.375355,113,331,
supposent,1720-1730,1789-1802,0.6246,0.3754,84,387,
c'eil,1720-1730,1730-1740,0.624451,0.375549,92,145,
foit,1700-1710,1789-1802,0.624058,0.375942,226,387,
mettrai,1700-1710,1720-1730,0.624053,0.375947,93,81,
bibliotheque,1710-1720,1750-1760,0.623914,0.376086,97,682,
secretaires,1710-1720,1789-1802,0.623854,0.376146,301,88,
devrois,1710-1720,1720-1730,0.62367,0.37633,93,89,
croître,1730-1740,1740-1750,0.623302,0.376698,269,381,
embarquer,1710-1720,1770-1780,0.623204,0.376796,73,171,
susdites,1700-1710,1789-1802,0.623159,0.376841,115,105,
commandemens,1770-1780,1789-1802,0.62308,0.37692,196,239,
privilege,1740-1750,1789-1802,0.623019,0.376981,536,502,
richement,1710-1720,1770-1780,0.622708,0.377292,69,285,
jeta,1710-1720,1720-1730,0.622267,0.377733,170,93,
scpt,1740-1750,1750-1760,0.621617,0.378383,173,320,
d'espagne,1710-1720,1720-1730,0.621176,0.378824,3111,1882,
restait,1710-1720,1740-1750,0.621101,0.378899,141,52,
frappa,1710-1720,1730-1740,0.620835,0.379165,74,218,
convienne,1710-1720,1760-1770,0.620704,0.379296,86,248,
saura,1710-1720,1720-1730,0.620169,0.379831,74,71,
perc,1700-1710,1789-1802,0.620046,0.379954,140,130,
destine,1720-1730,1760-1770,0.619782,0.380218,125,584,
saçon,1710-1720,1780-1789,0.619519,0.380481,136,1946,
n'entre,1710-1720,1740-1750,0.619184,0.380816,129,165,
xxxix,1730-1740,1750-1760,0.619049,0.380951,213,246,
noces,1740-1750,1760-1770,0.618817,0.381183,233,411,
jolis,1710-1720,1720-1730,0.618697,0.381303,60,59,
apostolique,1740-1750,1770-1780,0.61853,0.38147,223,212,
partent,1700-1710,1720-1730,0.618151,0.381849,107,155,
goûté,1740-1750,1789-1802,0.618118,0.381882,171,276,
d'envie,1750-1760,1780-1789,0.618033,0.381967,298,570,
profita,1710-1720,1750-1760,0.617493,0.382507,97,296,
forfait,1710-1720,1720-1730,0.617465,0.382535,102,76,
sixième,1720-1730,1740-1750,0.617343,0.382657,57,138,
j'espere,1710-1720,1720-1730,0.617033,0.382967,196,121,
reliques,1720-1730,1740-1750,0.616879,0.383121,443,160,
piqué,1760-1770,1770-1780,0.616746,0.383254,292,549,
contraintes,1700-1710,1740-1750,0.616518,0.383482,73,101,
démons,1720-1730,1780-1789,0.616265,0.383735,63,360,
l'engager,1720-1730,1750-1760,0.616108,0.383892,135,370,
lazare,1720-1730,1760-1770,0.615976,0.384024,271,206,
collier,1710-1720,1770-1780,0.615964,0.384036,87,489,
l'année,1720-1730,1730-1740,0.615807,0.384193,2915,4448,
reçoive,1730-1740,1740-1750,0.615764,0.384236,94,109,
nourrice,1740-1750,1760-1770,0.61576,0.38424,290,457,
legs,1730-1740,1750-1760,0.615459,0.384541,750,948,
danois,1720-1730,1740-1750,0.61529,0.38471,243,397,
promettoit,1710-1720,1770-1780,0.615242,0.384758,66,384,
hérétiques,1730-1740,1789-1802,0.614825,0.385175,106,236,
l'evêque,1710-1720,1730-1740,0.614548,0.385452,353,928,
orientaux,1730-1740,1740-1750,0.614042,0.385958,97,233,
lisent,1700-1710,1710-1720,0.613964,0.386036,77,162,
coffre,1710-1720,1789-1802,0.612883,0.387117,193,303,
joye,1710-1720,1780-1789,0.612384,0.387616,773,650,
repondit,1710-1720,1770-1780,0.611974,0.388026,67,77,
pensons,1700-1710,1710-1720,0.611854,0.388146,51,51,
préjudicier,1710-1720,1770-1780,0.611797,0.388203,211,219,
revivre,1700-1710,1760-1770,0.611707,0.388293,101,335,
qu'aucun,1710-1720,1730-1740,0.610729,0.389271,761,768,
promptitude,1700-1710,1770-1780,0.610593,0.389407,75,535,
temporelles,1700-1710,1720-1730,0.610365,0.389635,62,61,
